Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
Kepler-181,,0.75,Hydrogen,2014,Kepler-181
Kepler-181,,0.75,Hydrogen,2014,Kepler-181
Kepler-1810,,1.02,Hydrogen,2021,Kepler-1810
Kepler-1811,,1.19,Hydrogen,2021,Kepler-1811
Kepler-1812,,1.1,Hydrogen,2021,Kepler-1812
Kepler-1813,,0.79,Hydrogen,2021,Kepler-1813
Kepler-1814,,0.82,Hydrogen,2021,Kepler-1814
Kepler-1814,,0.82,Hydrogen,2021,Kepler-1814
Kepler-1815,,0.97,Hydrogen,2021,Kepler-1815
Kepler-1816,,0.71,Hydrogen,2021,Kepler-1816
Kepler-1817,,0.92,Hydrogen,2021,Kepler-1817
Kepler-1818,,1.13,Hydrogen,2021,Kepler-1818
Kepler-1819,,1.07,Hydrogen,2021,Kepler-1819
Kepler-182,,1.15,Hydrogen,2014,Kepler-182
Kepler-182,,1.15,Hydrogen,2014,Kepler-182
Kepler-1820,,0.93,Hydrogen,2021,Kepler-1820
Kepler-1821,,0.88,Hydrogen,2021,Kepler-1821
Kepler-1822,,0.7,Hydrogen,2021,Kepler-1822
Kepler-1823,,1.13,Hydrogen,2021,Kepler-1823
Kepler-1824,,1.08,Hydrogen,2021,Kepler-1824
Kepler-1825,,0.85,Hydrogen,2021,Kepler-1825
Kepler-1826,,0.49,Hydrogen,2021,Kepler-1826
Kepler-1827,,1.4,Hydrogen,2021,Kepler-1827
Kepler-1828,,0.9,Hydrogen,2021,Kepler-1828
Kepler-1829,,0.78,Hydrogen,2021,Kepler-1829
Kepler-183,,0.96,Hydrogen,2014,Kepler-183
Kepler-183,,0.96,Hydrogen,2014,Kepler-183
Kepler-1830,,2.05,Hydrogen,2021,Kepler-1830
Kepler-1831,,1.01,Hydrogen,2021,Kepler-1831
Kepler-1832,,0.72,Hydrogen,2021,Kepler-1832
Kepler-1833,,1.45,Hydrogen,2021,Kepler-1833
Kepler-1834,,0.79,Hydrogen,2021,Kepler-1834
Kepler-1834,,0.79,Hydrogen,2021,Kepler-1834
Kepler-1835,,0.96,Hydrogen,2021,Kepler-1835
Kepler-1836,,0.99,Hydrogen,2021,Kepler-1836
Kepler-1837,,0.96,Hydrogen,2021,Kepler-1837
Kepler-1838,,1.96,Hydrogen,2021,Kepler-1838
Kepler-1839,,0.94,Hydrogen,2021,Kepler-1839
Kepler-184,,0.87,Hydrogen,2014,Kepler-184
Kepler-184,,0.87,Hydrogen,2014,Kepler-184
Kepler-184,,0.87,Hydrogen,2014,Kepler-184
Kepler-1840,,0.8,Hydrogen,2021,Kepler-1840
Kepler-1841,,0.9,Hydrogen,2021,Kepler-1841
Kepler-1842,,1.13,Hydrogen,2021,Kepler-1842
Kepler-1843,,1.78,Hydrogen,2021,Kepler-1843
Kepler-1844,,0.85,Hydrogen,2021,Kepler-1844
Kepler-1845,,0.7,Hydrogen,2021,Kepler-1845
Kepler-1846,,0.73,Hydrogen,2021,Kepler-1846
Kepler-1847,,0.96,Hydrogen,2021,Kepler-1847
Kepler-1848,,0.74,Hydrogen,2021,Kepler-1848
Kepler-1849,,0.73,Hydrogen,2021,Kepler-1849
Kepler-185,,0.81,Hydrogen,2014,Kepler-185
Kepler-185,,0.81,Hydrogen,2014,Kepler-185
Kepler-1850,,0.6,Hydrogen,2021,Kepler-1850
Kepler-1851,,0.88,Hydrogen,2021,Kepler-1851
Kepler-1852,,0.83,Hydrogen,2021,Kepler-1852
Kepler-1853,,0.79,Hydrogen,2021,Kepler-1853
Kepler-1854,,0.76,Hydrogen,2021,Kepler-1854
Kepler-1855,,0.36,Hydrogen,2021,Kepler-1855
Kepler-1856,,0.82,Hydrogen,2021,Kepler-1856
Kepler-1857,,1.01,Hydrogen,2021,Kepler-1857
Kepler-1858,,0.82,Hydrogen,2021,Kepler-1858
Kepler-1859,,1.24,Hydrogen,2021,Kepler-1859
Kepler-1859,,1.24,Hydrogen,2021,Kepler-1859
Kepler-186,M1,0.47,Hydrogen,2014,Kepler-186
Kepler-186,M1,0.47,Hydrogen,2014,Kepler-186
Kepler-186,M1,0.47,Hydrogen,2014,Kepler-186
Kepler-186,M1,0.47,Hydrogen,2014,Kepler-186
Kepler-186,M1,0.52,Hydrogen,2014,Kepler-186
Kepler-1860,,0.87,Hydrogen,2021,Kepler-1860
Kepler-1861,,1.37,Hydrogen,2021,Kepler-1861
Kepler-1862,,0.81,Hydrogen,2021,Kepler-1862
Kepler-1863,,0.98,Hydrogen,2021,Kepler-1863
Kepler-1864,,0.98,Hydrogen,2021,Kepler-1864
Kepler-1865,,0.87,Hydrogen,2021,Kepler-1865
Kepler-1866,,1.08,Hydrogen,2021,Kepler-1866
Kepler-1867,,0.82,Hydrogen,2021,Kepler-1867
Kepler-1868,,0.69,Hydrogen,2021,Kepler-1868
Kepler-1869,,0.9,Hydrogen,2021,Kepler-1869
Kepler-1869,,0.9,Hydrogen,2021,Kepler-1869
Kepler-187,,1.29,Hydrogen,2014,Kepler-187
Kepler-187,,1.29,Hydrogen,2014,Kepler-187
Kepler-1870,,0.84,Hydrogen,2021,Kepler-1870
Kepler-1871,,0.95,Hydrogen,2021,Kepler-1871
Kepler-1872,,0.89,Hydrogen,2021,Kepler-1872
Kepler-1873,,0.79,Hydrogen,2021,Kepler-1873
Kepler-1874,,0.78,Hydrogen,2021,Kepler-1874
Kepler-1875,,0.86,Hydrogen,2021,Kepler-1875
Kepler-1876,,1.48,Hydrogen,2021,Kepler-1876
Kepler-1877,,0.94,Hydrogen,2021,Kepler-1877
Kepler-1878,,0.86,Hydrogen,2021,Kepler-1878
Kepler-1879,,1.39,Hydrogen,2021,Kepler-1879
Kepler-188,,1.14,Hydrogen,2014,Kepler-188
Kepler-188,,1.14,Hydrogen,2014,Kepler-188
Kepler-1880,,0.53,Hydrogen,2021,Kepler-1880
Kepler-1881,,0.87,Hydrogen,2021,Kepler-1881
Kepler-1882,,1.46,Hydrogen,2021,Kepler-1882
Kepler-1883,,1.02,Hydrogen,2021,Kepler-1883
Kepler-1884,,0.91,Hydrogen,2021,Kepler-1884
Kepler-1885,,0.86,Hydrogen,2021,Kepler-1885
Kepler-1886,,0.84,Hydrogen,2021,Kepler-1886
Kepler-1887,,0.86,Hydrogen,2021,Kepler-1887
Kepler-1888,,1.25,Hydrogen,2021,Kepler-1888
Kepler-1889,,0.82,Hydrogen,2021,Kepler-1889
Kepler-189,,0.75,Hydrogen,2014,Kepler-189
Kepler-189,,0.75,Hydrogen,2014,Kepler-189
Kepler-1890,,1.4,Hydrogen,2021,Kepler-1890
Kepler-1891,,0.83,Hydrogen,2021,Kepler-1891
Kepler-1892,,0.76,Hydrogen,2021,Kepler-1892
Kepler-1893,,1.16,Hydrogen,2021,Kepler-1893
Kepler-1894,,0.9,Hydrogen,2021,Kepler-1894
Kepler-1894,,0.9,Hydrogen,2021,Kepler-1894
Kepler-1895,,0.76,Hydrogen,2021,Kepler-1895
Kepler-1896,,1,Hydrogen,2021,Kepler-1896
Kepler-1897,,0.76,Hydrogen,2021,Kepler-1897
Kepler-1898,,1.12,Hydrogen,2021,Kepler-1898
Kepler-1899,,0.74,Hydrogen,2021,Kepler-1899
Kepler-19,,0.86,Hydrogen,2011,Kepler-19
Kepler-19,,0.86,Hydrogen,2011,Kepler-19
Kepler-19,,0.86,Hydrogen,2011,Kepler-19
Kepler-190,,0.8,Hydrogen,2014,Kepler-190
Kepler-190,,0.8,Hydrogen,2014,Kepler-190
Kepler-1900,,1.04,Hydrogen,2021,Kepler-1900
Kepler-1901,,0.92,Hydrogen,2021,Kepler-1901
Kepler-1902,,0.51,Hydrogen,2021,Kepler-1902
Kepler-1903,,1,Hydrogen,2021,Kepler-1903
Kepler-1904,,0.5,Hydrogen,2021,Kepler-1904
Kepler-1905,,1.02,Hydrogen,2021,Kepler-1905
Kepler-1906,,0.89,Hydrogen,2021,Kepler-1906
Kepler-1907,,0.8,Hydrogen,2021,Kepler-1907
Kepler-1907,,0.8,Hydrogen,2021,Kepler-1907
Kepler-1909,,0.69,Hydrogen,2021,Kepler-1909
Kepler-191,,0.79,Hydrogen,2014,Kepler-191
Kepler-191,,0.79,Hydrogen,2014,Kepler-191
Kepler-191,,0.8,Hydrogen,2014,Kepler-191
Kepler-1910,,0.64,Hydrogen,2021,Kepler-1910
Kepler-1911,,0.97,Hydrogen,2021,Kepler-1911
Kepler-1912,,0.96,Hydrogen,2021,Kepler-1912
Kepler-1913,,1.08,Hydrogen,2021,Kepler-1913
Kepler-1914,,0.96,Hydrogen,2021,Kepler-1914
Kepler-1915,,1.06,Hydrogen,2021,Kepler-1915
Kepler-1916,,1.09,Hydrogen,2021,Kepler-1916
Kepler-1917,,0.79,Hydrogen,2021,Kepler-1917
Kepler-1918,,0.92,Hydrogen,2021,Kepler-1918
Kepler-1919,,0.82,Hydrogen,2021,Kepler-1919
Kepler-192,,1.01,Hydrogen,2014,Kepler-192
Kepler-192,,1.01,Hydrogen,2014,Kepler-192
Kepler-192,,0.94,Hydrogen,2014,Kepler-192
Kepler-1920,,1.16,Hydrogen,2021,Kepler-1920
Kepler-1921,,2,Hydrogen,2021,Kepler-1921
Kepler-1921,,2,Hydrogen,2021,Kepler-1921
Kepler-1922,,0.86,Hydrogen,2021,Kepler-1922
Kepler-1923,,1.29,Hydrogen,2021,Kepler-1923
Kepler-1924,,1.29,Hydrogen,2021,Kepler-1924
Kepler-1925,,1.09,Hydrogen,2021,Kepler-1925
Kepler-1926,,0.83,Hydrogen,2021,Kepler-1926
Kepler-1927,,2.48,Hydrogen,2021,Kepler-1927
Kepler-1928,,0.92,Hydrogen,2021,Kepler-1928
Kepler-1929,,1.47,Hydrogen,2021,Kepler-1929
Kepler-193,,1.15,Hydrogen,2014,Kepler-193
Kepler-193,,1.15,Hydrogen,2014,Kepler-193
Kepler-1930,,0.84,Hydrogen,2021,Kepler-1930
Kepler-1931,,1.22,Hydrogen,2021,Kepler-1931
Kepler-1932,,0.82,Hydrogen,2021,Kepler-1932
Kepler-1933,,1.01,Hydrogen,2021,Kepler-1933
Kepler-1934,,1.04,Hydrogen,2021,Kepler-1934
Kepler-1935,,0.9,Hydrogen,2021,Kepler-1935
Kepler-1936,,1.85,Hydrogen,2021,Kepler-1936
Kepler-1937,,1.2,Hydrogen,2021,Kepler-1937
Kepler-1938,,0.66,Hydrogen,2021,Kepler-1938
Kepler-1939,,0.6,Hydrogen,2021,Kepler-1939
Kepler-194,,1.03,Hydrogen,2014,Kepler-194
Kepler-194,,1.03,Hydrogen,2014,Kepler-194
Kepler-194,,1.03,Hydrogen,2014,Kepler-194
Kepler-1940,,0.72,Hydrogen,2021,Kepler-1940
Kepler-1941,,1.14,Hydrogen,2021,Kepler-1941
Kepler-1942,,0.8,Hydrogen,2021,Kepler-1942
Kepler-1943,,0.97,Hydrogen,2021,Kepler-1943
Kepler-1944,,0.97,Hydrogen,2021,Kepler-1944
Kepler-1945,,0.8,Hydrogen,2021,Kepler-1945
Kepler-1946,,0.87,Hydrogen,2021,Kepler-1946
Kepler-1947,,1.69,Hydrogen,2021,Kepler-1947
Kepler-1948,,0.56,Hydrogen,2021,Kepler-1948
Kepler-1949,,1.45,Hydrogen,2021,Kepler-1949
Kepler-195,,0.78,Hydrogen,2014,Kepler-195
Kepler-195,,0.78,Hydrogen,2014,Kepler-195
Kepler-1950,,0.85,Hydrogen,2021,Kepler-1950
Kepler-1951,,1.31,Hydrogen,2021,Kepler-1951
Kepler-1952,,1.31,Hydrogen,2021,Kepler-1952
Kepler-1953,,0.71,Hydrogen,2021,Kepler-1953
Kepler-1954,,0.85,Hydrogen,2021,Kepler-1954
Kepler-1955,,1.29,Hydrogen,2021,Kepler-1955
Kepler-1956,,0.68,Hydrogen,2021,Kepler-1956
Kepler-1957,,0.77,Hydrogen,2021,Kepler-1957
Kepler-1958,,0.86,Hydrogen,2021,Kepler-1958
Kepler-1959,,0.81,Hydrogen,2021,Kepler-1959
Kepler-196,,0.78,Hydrogen,2014,Kepler-196
Kepler-196,,0.78,Hydrogen,2014,Kepler-196
Kepler-196,,0.77,Hydrogen,2014,Kepler-196
Kepler-1960,,1.07,Hydrogen,2021,Kepler-1960
Kepler-1961,,0.78,Hydrogen,2021,Kepler-1961
Kepler-1962,,1.01,Hydrogen,2021,Kepler-1962
Kepler-1963,,0.98,Hydrogen,2021,Kepler-1963
Kepler-1964,,0.7,Hydrogen,2021,Kepler-1964
Kepler-1965,,0.84,Hydrogen,2021,Kepler-1965
Kepler-1966,,0.84,Hydrogen,2021,Kepler-1966
Kepler-1967,,1.81,Hydrogen,2021,Kepler-1967
Kepler-1968,,0.79,Hydrogen,2021,Kepler-1968
Kepler-1969,,1.01,Hydrogen,2021,Kepler-1969
Kepler-197,,1.12,Hydrogen,2014,Kepler-197
Kepler-197,,1.12,Hydrogen,2014,Kepler-197
Kepler-197,,1.12,Hydrogen,2014,Kepler-197
Kepler-197,,1.12,Hydrogen,2014,Kepler-197
Kepler-1972,,1.38,Hydrogen,2014,Kepler-1972
Kepler-1972,,1.38,Hydrogen,2014,Kepler-1972
Kepler-1976,,1.08,Hydrogen,2023,Kepler-1976
Kepler-1977,,0.69,Hydrogen,2023,Kepler-1977
Kepler-1978,,0.78,Hydrogen,2023,Kepler-1978
Kepler-1979,,0.94,Hydrogen,2023,Kepler-1979
Kepler-198,,0.94,Hydrogen,2014,Kepler-198
Kepler-198,,0.94,Hydrogen,2014,Kepler-198
Kepler-198,,0.93,Hydrogen,2014,Kepler-198
Kepler-1980,,0.99,Hydrogen,2023,Kepler-1980
Kepler-1981,,3.01,Hydrogen,2023,Kepler-1981
Kepler-1982,,1.12,Hydrogen,2023,Kepler-1982
Kepler-1983,,0.87,Hydrogen,2023,Kepler-1983
Kepler-1984,,0.42,Hydrogen,2023,Kepler-1984
Kepler-1985,,0.97,Hydrogen,2023,Kepler-1985
Kepler-1986,,0.73,Hydrogen,2023,Kepler-1986
Kepler-1987,,0.71,Hydrogen,2023,Kepler-1987
Kepler-1987,,0.71,Hydrogen,2023,Kepler-1987
Kepler-1987,,0.71,Hydrogen,2023,Kepler-1987
Kepler-1987,,0.71,Hydrogen,2023,Kepler-1987
Kepler-1988,,1.79,Hydrogen,2023,Kepler-1988
Kepler-1989,,1.06,Hydrogen,2023,Kepler-1989
Kepler-199,,0.97,Hydrogen,2014,Kepler-199
Kepler-199,,0.97,Hydrogen,2014,Kepler-199
Kepler-1990,,1.07,Hydrogen,2023,Kepler-1990
Kepler-1990,,1.07,Hydrogen,2023,Kepler-1990
Kepler-1991,,1.05,Hydrogen,2023,Kepler-1991
Kepler-1991,,1.05,Hydrogen,2023,Kepler-1991
Kepler-1992,,0.84,Hydrogen,2023,Kepler-1992
Kepler-1993,,3.06,Hydrogen,2023,Kepler-1993
Kepler-1994,,0.96,Hydrogen,2023,Kepler-1994
Kepler-1995,,0.93,Hydrogen,2023,Kepler-1995
Kepler-1996,,0.68,Hydrogen,2023,Kepler-1996
Kepler-1996,,0.68,Hydrogen,2023,Kepler-1996
Kepler-1997,,1.05,Hydrogen,2023,Kepler-1997
Kepler-1998,,0.92,Hydrogen,2023,Kepler-1998
Kepler-1999,,0.63,Hydrogen,2023,Kepler-1999
Kepler-20,,0.92,Hydrogen,2011,Kepler-20
Kepler-20,,0.92,Hydrogen,2011,Kepler-20
Kepler-20,,0.92,Hydrogen,2011,Kepler-20
Kepler-20,,0.92,Hydrogen,2011,Kepler-20
Kepler-20,,0.92,Hydrogen,2011,Kepler-20
Kepler-20,,0.96,Hydrogen,2011,Kepler-20
Kepler-200,,0.94,Hydrogen,2014,Kepler-200
Kepler-200,,0.94,Hydrogen,2014,Kepler-200
Kepler-2000,,0.58,Hydrogen,2023,Kepler-2000
Kepler-2000,,0.58,Hydrogen,2023,Kepler-2000
Kepler-2001,,0.77,Hydrogen,2023,Kepler-2001
Kepler-2001,,0.77,Hydrogen,2023,Kepler-2001
Kepler-201,,1.23,Hydrogen,2014,Kepler-201
Kepler-201,,1.23,Hydrogen,2014,Kepler-201
Kepler-202,,0.67,Hydrogen,2014,Kepler-202
Kepler-202,,0.67,Hydrogen,2014,Kepler-202
Kepler-203,,1.11,Hydrogen,2014,Kepler-203
Kepler-203,,1.11,Hydrogen,2014,Kepler-203
Kepler-203,,1.11,Hydrogen,2014,Kepler-203
Kepler-204,,1.24,Hydrogen,2014,Kepler-204
Kepler-204,,1.24,Hydrogen,2014,Kepler-204
Kepler-205,M1 V,0.55,Hydrogen,2014,Kepler-205
Kepler-205,M1 V,0.55,Hydrogen,2014,Kepler-205
Kepler-206,,1.19,Hydrogen,2014,Kepler-206
Kepler-206,,1.19,Hydrogen,2014,Kepler-206
Kepler-206,,1.19,Hydrogen,2014,Kepler-206
Kepler-207,,1.59,Hydrogen,2014,Kepler-207
Kepler-207,,1.59,Hydrogen,2014,Kepler-207
Kepler-207,,1.59,Hydrogen,2014,Kepler-207
Kepler-208,,1.31,Hydrogen,2014,Kepler-208
Kepler-208,,1.31,Hydrogen,2014,Kepler-208
Kepler-208,,1.31,Hydrogen,2014,Kepler-208
Kepler-208,,1.31,Hydrogen,2014,Kepler-208
Kepler-209,,0.94,Hydrogen,2014,Kepler-209
Kepler-209,,0.94,Hydrogen,2014,Kepler-209
Kepler-21,F6 IV,1.9,Hydrogen,2012,Kepler-21
Kepler-210,M0 V,0.65,Hydrogen,2014,Kepler-210
Kepler-210,M0 V,0.65,Hydrogen,2014,Kepler-210
Kepler-211,,0.82,Hydrogen,2014,Kepler-211
Kepler-211,,0.82,Hydrogen,2014,Kepler-211
Kepler-212,,1.46,Hydrogen,2014,Kepler-212
Kepler-212,,1.46,Hydrogen,2014,Kepler-212
Kepler-213,,1.2,Hydrogen,2014,Kepler-213
Kepler-213,,1.2,Hydrogen,2014,Kepler-213
Kepler-214,,1.35,Hydrogen,2014,Kepler-214
Kepler-214,,1.35,Hydrogen,2014,Kepler-214
Kepler-215,,1.03,Hydrogen,2014,Kepler-215
Kepler-215,,1.03,Hydrogen,2014,Kepler-215
Kepler-215,,1.03,Hydrogen,2014,Kepler-215
Kepler-215,,1.03,Hydrogen,2014,Kepler-215
Kepler-216,,1.26,Hydrogen,2014,Kepler-216
Kepler-216,,1.26,Hydrogen,2014,Kepler-216
Kepler-217,,1.8,Hydrogen,2014,Kepler-217
Kepler-217,,1.8,Hydrogen,2014,Kepler-217
Kepler-217,,1.76,Hydrogen,2014,Kepler-217
Kepler-218,,1.06,Hydrogen,2014,Kepler-218
Kepler-218,,1.06,Hydrogen,2014,Kepler-218
Kepler-218,,1.02,Hydrogen,2014,Kepler-218
Kepler-219,,1.49,Hydrogen,2014,Kepler-219
Kepler-219,,1.49,Hydrogen,2014,Kepler-219
Kepler-219,,1.49,Hydrogen,2014,Kepler-219
Kepler-22,G5 V,0.87,Hydrogen,2011,Kepler-22
Kepler-220,,0.67,Hydrogen,2014,Kepler-220
Kepler-220,,0.67,Hydrogen,2014,Kepler-220
Kepler-220,,0.67,Hydrogen,2014,Kepler-220
Kepler-220,,0.67,Hydrogen,2014,Kepler-220
Kepler-221,,0.82,Hydrogen,2014,Kepler-221
Kepler-221,,0.82,Hydrogen,2014,Kepler-221
Kepler-221,,0.82,Hydrogen,2014,Kepler-221
Kepler-221,,0.82,Hydrogen,2014,Kepler-221
Kepler-222,,0.87,Hydrogen,2014,Kepler-222
Kepler-222,,0.87,Hydrogen,2014,Kepler-222
Kepler-222,,0.87,Hydrogen,2014,Kepler-222
Kepler-223,,1.72,Hydrogen,2014,Kepler-223
Kepler-223,,1.72,Hydrogen,2014,Kepler-223
Kepler-223,,1.72,Hydrogen,2014,Kepler-223
Kepler-223,,1.72,Hydrogen,2014,Kepler-223
Kepler-224,,0.68,Hydrogen,2014,Kepler-224
Kepler-224,,0.68,Hydrogen,2014,Kepler-224
Kepler-224,,0.68,Hydrogen,2014,Kepler-224
Kepler-224,,0.68,Hydrogen,2014,Kepler-224
Kepler-225,M1 V,0.48,Hydrogen,2014,Kepler-225
Kepler-225,M1 V,0.48,Hydrogen,2014,Kepler-225
Kepler-226,,0.8,Hydrogen,2014,Kepler-226
Kepler-226,,0.8,Hydrogen,2014,Kepler-226
Kepler-226,,0.8,Hydrogen,2014,Kepler-226
Kepler-227,,1.09,Hydrogen,2014,Kepler-227
Kepler-227,,1.09,Hydrogen,2014,Kepler-227
Kepler-228,,1.01,Hydrogen,2014,Kepler-228
Kepler-228,,1.01,Hydrogen,2014,Kepler-228
Kepler-228,,1.01,Hydrogen,2014,Kepler-228
Kepler-229,,0.73,Hydrogen,2014,Kepler-229
Kepler-229,,0.73,Hydrogen,2014,Kepler-229
Kepler-229,,0.73,Hydrogen,2014,Kepler-229
Kepler-23,,1.55,Hydrogen,2011,Kepler-23
Kepler-23,,1.55,Hydrogen,2011,Kepler-23
Kepler-23,,1.55,Hydrogen,2011,Kepler-23
Kepler-230,,0.82,Hydrogen,2014,Kepler-230
Kepler-230,,0.82,Hydrogen,2014,Kepler-230
Kepler-231,M1 V,0.49,Hydrogen,2014,Kepler-231
Kepler-231,M1 V,0.49,Hydrogen,2014,Kepler-231
Kepler-232,,0.97,Hydrogen,2014,Kepler-232
Kepler-232,,0.97,Hydrogen,2014,Kepler-232
Kepler-233,,0.76,Hydrogen,2014,Kepler-233
Kepler-233,,0.76,Hydrogen,2014,Kepler-233
Kepler-234,,1.11,Hydrogen,2014,Kepler-234
Kepler-234,,1.11,Hydrogen,2014,Kepler-234
Kepler-235,M0 V,0.55,Hydrogen,2014,Kepler-235
Kepler-235,M0 V,0.55,Hydrogen,2014,Kepler-235
Kepler-235,M0 V,0.55,Hydrogen,2014,Kepler-235
Kepler-235,M0 V,0.55,Hydrogen,2014,Kepler-235
Kepler-236,M1 V,0.51,Hydrogen,2014,Kepler-236
Kepler-236,M1 V,0.51,Hydrogen,2014,Kepler-236
Kepler-237,,0.73,Hydrogen,2014,Kepler-237
Kepler-237,,0.73,Hydrogen,2014,Kepler-237
Kepler-238,,1.43,Hydrogen,2014,Kepler-238
Kepler-238,,1.43,Hydrogen,2014,Kepler-238
Kepler-238,,1.43,Hydrogen,2014,Kepler-238
Kepler-238,,0.96,Hydrogen,2014,Kepler-238
Kepler-238,,0.96,Hydrogen,2014,Kepler-238
Kepler-239,,0.76,Hydrogen,2014,Kepler-239
Kepler-239,,0.76,Hydrogen,2014,Kepler-239
Kepler-24,,1.1,Hydrogen,2011,Kepler-24
Kepler-24,,1.1,Hydrogen,2011,Kepler-24
Kepler-24,,1.29,Hydrogen,2011,Kepler-24
Kepler-24,,1.29,Hydrogen,2011,Kepler-24
Kepler-240,,0.74,Hydrogen,2014,Kepler-240
Kepler-240,,0.74,Hydrogen,2014,Kepler-240
Kepler-241,,0.67,Hydrogen,2014,Kepler-241
Kepler-241,,0.67,Hydrogen,2014,Kepler-241
Kepler-242,,0.85,Hydrogen,2014,Kepler-242
Kepler-242,,0.85,Hydrogen,2014,Kepler-242
Kepler-243,,0.84,Hydrogen,2014,Kepler-243
Kepler-243,,0.84,Hydrogen,2014,Kepler-243
Kepler-244,,0.8,Hydrogen,2014,Kepler-244
Kepler-244,,0.8,Hydrogen,2014,Kepler-244
Kepler-244,,0.8,Hydrogen,2014,Kepler-244
Kepler-245,,0.8,Hydrogen,2014,Kepler-245
Kepler-245,,0.8,Hydrogen,2014,Kepler-245
Kepler-245,,0.8,Hydrogen,2014,Kepler-245
Kepler-245,,0.8,Hydrogen,2014,Kepler-245
Kepler-246,,0.83,Hydrogen,2014,Kepler-246
Kepler-246,,0.83,Hydrogen,2014,Kepler-246
Kepler-247,,0.77,Hydrogen,2014,Kepler-247
Kepler-247,,0.77,Hydrogen,2014,Kepler-247
Kepler-247,,0.77,Hydrogen,2014,Kepler-247
Kepler-248,,0.83,Hydrogen,2014,Kepler-248
Kepler-248,,0.83,Hydrogen,2014,Kepler-248
Kepler-249,M2 V,0.48,Hydrogen,2014,Kepler-249
Kepler-249,M2 V,0.48,Hydrogen,2014,Kepler-249
Kepler-249,M2 V,0.48,Hydrogen,2014,Kepler-249
Kepler-25,F8,1.34,Hydrogen,2011,Kepler-25
Kepler-25,F8,1.34,Hydrogen,2011,Kepler-25
Kepler-25,F8,1.34,Hydrogen,2011,Kepler-25
Kepler-250,,0.81,Hydrogen,2014,Kepler-250
Kepler-250,,0.81,Hydrogen,2014,Kepler-250
Kepler-250,,0.81,Hydrogen,2014,Kepler-250
Kepler-251,,0.89,Hydrogen,2014,Kepler-251
Kepler-251,,0.89,Hydrogen,2014,Kepler-251
Kepler-251,,0.89,Hydrogen,2014,Kepler-251
Kepler-251,,0.89,Hydrogen,2014,Kepler-251
Kepler-252,M0 V,0.55,Hydrogen,2014,Kepler-252
Kepler-252,M0 V,0.55,Hydrogen,2014,Kepler-252
Kepler-253,,0.79,Hydrogen,2014,Kepler-253
Kepler-253,,0.79,Hydrogen,2014,Kepler-253
Kepler-253,,0.79,Hydrogen,2014,Kepler-253
Kepler-254,,0.91,Hydrogen,2014,Kepler-254
Kepler-254,,0.91,Hydrogen,2014,Kepler-254
Kepler-254,,0.91,Hydrogen,2014,Kepler-254
Kepler-255,,0.93,Hydrogen,2014,Kepler-255
Kepler-255,,0.93,Hydrogen,2014,Kepler-255
Kepler-255,,0.86,Hydrogen,2014,Kepler-255
Kepler-256,,1.3,Hydrogen,2014,Kepler-256
Kepler-256,,1.3,Hydrogen,2014,Kepler-256
Kepler-256,,1.3,Hydrogen,2014,Kepler-256
Kepler-256,,1.3,Hydrogen,2014,Kepler-256
Kepler-257,,1.04,Hydrogen,2014,Kepler-257
Kepler-257,,1.04,Hydrogen,2014,Kepler-257
Kepler-257,,1.04,Hydrogen,2014,Kepler-257
Kepler-258,,0.92,Hydrogen,2014,Kepler-258
Kepler-258,,0.92,Hydrogen,2014,Kepler-258
Kepler-259,,0.9,Hydrogen,2014,Kepler-259
Kepler-259,,0.9,Hydrogen,2014,Kepler-259
Kepler-26,M0 V,0.51,Hydrogen,2011,Kepler-26
Kepler-26,M0 V,0.51,Hydrogen,2011,Kepler-26
Kepler-26,M0 V,0.57,Hydrogen,2011,Kepler-26
Kepler-26,M0 V,0.57,Hydrogen,2011,Kepler-26
Kepler-260,,0.86,Hydrogen,2014,Kepler-260
Kepler-260,,0.86,Hydrogen,2014,Kepler-260
Kepler-261,,0.79,Hydrogen,2014,Kepler-261
Kepler-261,,0.79,Hydrogen,2014,Kepler-261
Kepler-262,,0.88,Hydrogen,2014,Kepler-262
Kepler-262,,0.88,Hydrogen,2014,Kepler-262
Kepler-263,,0.79,Hydrogen,2014,Kepler-263
Kepler-263,,0.79,Hydrogen,2014,Kepler-263
Kepler-264,,1.55,Hydrogen,2014,Kepler-264
Kepler-264,,1.55,Hydrogen,2014,Kepler-264
Kepler-265,,1.1,Hydrogen,2014,Kepler-265
Kepler-265,,1.1,Hydrogen,2014,Kepler-265
Kepler-265,,1.1,Hydrogen,2014,Kepler-265
Kepler-265,,1.1,Hydrogen,2014,Kepler-265
Kepler-266,,1.03,Hydrogen,2014,Kepler-266
Kepler-266,,1.03,Hydrogen,2014,Kepler-266
Kepler-267,M1 V,0.56,Hydrogen,2014,Kepler-267
Kepler-267,M1 V,0.56,Hydrogen,2014,Kepler-267
Kepler-267,M1 V,0.56,Hydrogen,2014,Kepler-267
Kepler-268,,1.27,Hydrogen,2014,Kepler-268
Kepler-268,,1.27,Hydrogen,2014,Kepler-268
Kepler-269,,0.96,Hydrogen,2014,Kepler-269
Kepler-269,,0.96,Hydrogen,2014,Kepler-269
Kepler-27,,0.59,Hydrogen,2011,Kepler-27
Kepler-27,,0.59,Hydrogen,2011,Kepler-27
Kepler-27,,0.82,Hydrogen,2011,Kepler-27
