Planet Name,Star Name,Orbital Period [days],
Kepler-741 b,Kepler-741,7.03902374,
Kepler-742 b,Kepler-742,8.36086824,
Kepler-743 b,Kepler-743,3.17926292,
Kepler-744 b,Kepler-744,12.06222443,
Kepler-745 b,Kepler-745,9.93143556,
Kepler-746 b,Kepler-746,3.48159251,
Kepler-747 b,Kepler-747,35.61760587,
Kepler-748 b,Kepler-748,7.40742793,
Kepler-749 b,Kepler-749,17.31716585,
Kepler-75 b,Kepler-75,8.8849116,
Kepler-750 b,Kepler-750,9.42887179,
Kepler-750 c,Kepler-750,4.08899022,
Kepler-751 b,Kepler-751,17.44490636,
Kepler-752 b,Kepler-752,18.82747265,
Kepler-753 b,Kepler-753,5.74772501,
Kepler-754 b,Kepler-754,14.5596237,
Kepler-755 b,Kepler-755,1.26909037,
Kepler-755 c,Kepler-755,2.85313364,
Kepler-756 b,Kepler-756,1.22486632,
Kepler-757 b,Kepler-757,1.02267882,
Kepler-758 b,Kepler-758,12.1097104,
Kepler-758 c,Kepler-758,4.75793986,
Kepler-758 d,Kepler-758,20.4966197,
Kepler-758 e,Kepler-758,8.1934719,
Kepler-759 b,Kepler-759,41.805985,
Kepler-76 b,Kepler-76,1.5449298,
Kepler-760 b,Kepler-760,8.70419416,
Kepler-760 c,Kepler-760,2.46697439,
Kepler-761 b,Kepler-761,10.12804789,
Kepler-762 b,Kepler-762,3.7705521,
Kepler-763 b,Kepler-763,1.19655156,
Kepler-763 c,Kepler-763,4.09667624,
Kepler-763 d,Kepler-763,6.50327035,
Kepler-764 b,Kepler-764,7.33683936,
Kepler-765 b,Kepler-765,27.6655226,
Kepler-766 b,Kepler-766,6.10027804,
Kepler-767 b,Kepler-767,161.5280101,
Kepler-768 b,Kepler-768,11.3910025,
Kepler-769 b,Kepler-769,7.42608998,
Kepler-769 c,Kepler-769,15.9870174,
Kepler-77 b,Kepler-77,3.57878087,
Kepler-770 b,Kepler-770,18.92540274,
Kepler-770 c,Kepler-770,1.47532231,
Kepler-770 d,Kepler-770,4.15244722,
Kepler-771 b,Kepler-771,8.73485836,
Kepler-772 b,Kepler-772,12.99207337,
Kepler-773 b,Kepler-773,3.74910006,
Kepler-774 b,Kepler-774,11.0895723,
Kepler-775 b,Kepler-775,0.97486893,
Kepler-776 b,Kepler-776,4.89718784,
Kepler-777 b,Kepler-777,5.72812599,
Kepler-778 b,Kepler-778,3.75574426,
Kepler-779 b,Kepler-779,7.09714223,
Kepler-78 b,Kepler-78,0.35500745,
Kepler-780 b,Kepler-780,0.67737516,
Kepler-781 b,Kepler-781,13.2140732,
Kepler-782 b,Kepler-782,158.6853308,
Kepler-783 b,Kepler-783,4.29264638,
Kepler-783 c,Kepler-783,7.05395,
Kepler-784 b,Kepler-784,31.5922646,
Kepler-784 c,Kepler-784,17.157236,
Kepler-785 b,Kepler-785,1.97376093,
Kepler-786 b,Kepler-786,53.5293487,
Kepler-787 b,Kepler-787,0.9283105,
Kepler-788 b,Kepler-788,8.39846269,
Kepler-789 b,Kepler-789,8.63847725,
Kepler-79 b,Kepler-79,13.4845,
Kepler-79 c,Kepler-79,27.4029,
Kepler-79 d,Kepler-79,52.0902,
Kepler-79 e,Kepler-79,81.0659,
Kepler-790 b,Kepler-790,13.73469807,
Kepler-791 b,Kepler-791,14.5539759,
Kepler-792 b,Kepler-792,11.30119217,
Kepler-793 b,Kepler-793,4.24153639,
Kepler-794 b,Kepler-794,11.13125132,
Kepler-795 b,Kepler-795,29.6193421,
Kepler-796 b,Kepler-796,6.40087618,
Kepler-797 b,Kepler-797,27.07237711,
Kepler-798 b,Kepler-798,13.71933369,
Kepler-799 b,Kepler-799,133.4605235,
Kepler-799 c,Kepler-799,15.19419956,
Kepler-8 b,Kepler-8,3.5224991,
Kepler-80 b,Kepler-80,7.05246,
Kepler-80 c,Kepler-80,9.52355,
Kepler-80 d,Kepler-80,3.07222,
Kepler-80 e,Kepler-80,4.64489,
Kepler-80 f,Kepler-80,0.9867873,
Kepler-80 g,Kepler-80,14.64558,
Kepler-800 b,Kepler-800,14.13176026,
Kepler-801 b,Kepler-801,11.41928253,
Kepler-802 b,Kepler-802,40.0587473,
Kepler-803 b,Kepler-803,50.28638192,
Kepler-804 b,Kepler-804,14.37457351,
Kepler-804 c,Kepler-804,9.65185017,
Kepler-805 b,Kepler-805,30.8638931,
Kepler-806 b,Kepler-806,8.09219642,
Kepler-808 b,Kepler-808,0.63133235,
Kepler-809 b,Kepler-809,55.63934,
Kepler-81 b,Kepler-81,5.955,
Kepler-81 c,Kepler-81,12.04,
Kepler-81 d,Kepler-81,20.837846,
Kepler-810 b,Kepler-810,4.59725385,
Kepler-811 b,Kepler-811,23.58447697,
Kepler-812 b,Kepler-812,10.11716531,
Kepler-813 b,Kepler-813,19.12947337,
Kepler-814 b,Kepler-814,6.1469851,
Kepler-815 b,Kepler-815,8.57503552,
Kepler-816 b,Kepler-816,10.50682565,
Kepler-817 b,Kepler-817,3.99010623,
Kepler-818 b,Kepler-818,10.03538581,
Kepler-819 b,Kepler-819,33.1995648,
Kepler-82 b,Kepler-82,26.44,
Kepler-82 c,Kepler-82,51.54,
Kepler-82 d,Kepler-82,2.382961,
Kepler-82 e,Kepler-82,5.902206,
Kepler-82 f,Kepler-82,75.732,
Kepler-820 b,Kepler-820,127.8338098,
Kepler-821 b,Kepler-821,1.92279873,
Kepler-822 b,Kepler-822,3.22296927,
Kepler-823 b,Kepler-823,4.16809082,
Kepler-824 b,Kepler-824,4.51436633,
Kepler-825 b,Kepler-825,3.77360059,
Kepler-825 c,Kepler-825,8.1818246,
Kepler-826 b,Kepler-826,4.48758907,
Kepler-827 b,Kepler-827,51.92927591,
Kepler-828 b,Kepler-828,0.56785714,
Kepler-829 b,Kepler-829,6.88337562,
Kepler-83 b,Kepler-83,9.77,
Kepler-83 c,Kepler-83,20.09,
Kepler-83 d,Kepler-83,5.169796,
Kepler-830 b,Kepler-830,11.29695137,
Kepler-831 b,Kepler-831,5.62153941,
Kepler-832 b,Kepler-832,7.1396941,
Kepler-833 b,Kepler-833,18.7546998,
Kepler-834 b,Kepler-834,13.32388301,
Kepler-835 b,Kepler-835,11.41909375,
Kepler-836 b,Kepler-836,11.36112327,
Kepler-837 b,Kepler-837,16.56059504,
Kepler-838 b,Kepler-838,15.74957994,
Kepler-839 b,Kepler-839,37.8144514,
Kepler-84 b,Kepler-84,8.726,
Kepler-84 c,Kepler-84,12.883,
Kepler-84 d,Kepler-84,4.224537,
Kepler-84 e,Kepler-84,27.434389,
Kepler-84 f,Kepler-84,44.552169,
Kepler-841 b,Kepler-841,124.4198398,
Kepler-842 b,Kepler-842,1.21956827,
Kepler-843 b,Kepler-843,2.05387982,
Kepler-844 b,Kepler-844,2.61302086,
Kepler-845 b,Kepler-845,0.92785982,
Kepler-846 b,Kepler-846,19.80792185,
Kepler-847 b,Kepler-847,2.34323189,
Kepler-848 b,Kepler-848,6.91134416,
Kepler-849 b,Kepler-849,394.62508,
Kepler-85 b,Kepler-85,8.3,
Kepler-85 c,Kepler-85,12.51,
Kepler-85 d,Kepler-85,17.91323,
Kepler-85 e,Kepler-85,25.216751,
Kepler-850 b,Kepler-850,7.19303878,
Kepler-851 b,Kepler-851,8.50699658,
Kepler-852 b,Kepler-852,44.9309804,
Kepler-853 b,Kepler-853,7.16892463,
Kepler-855 b,Kepler-855,7.8866311,
Kepler-856 b,Kepler-856,8.02768059,
Kepler-857 b,Kepler-857,85.35129427,
Kepler-858 b,Kepler-858,76.13602028,
Kepler-859 b,Kepler-859,20.38177573,
Kepler-860 b,Kepler-860,5.10137945,
Kepler-861 b,Kepler-861,3.94963138,
Kepler-862 b,Kepler-862,3.14866453,
Kepler-863 b,Kepler-863,15.59461874,
Kepler-864 b,Kepler-864,5.83376092,
Kepler-864 c,Kepler-864,2.42150341,
Kepler-865 b,Kepler-865,14.16399294,
Kepler-865 c,Kepler-865,6.20920207,
Kepler-866 b,Kepler-866,2.61703254,
Kepler-867 b,Kepler-867,150.242127,
Kepler-868 b,Kepler-868,5.03251791,
Kepler-869 b,Kepler-869,40.4287755,
Kepler-87 b,Kepler-87,114.73635,
Kepler-87 c,Kepler-87,191.2318,
Kepler-870 b,Kepler-870,21.3587621,
Kepler-871 b,Kepler-871,22.0459018,
Kepler-872 b,Kepler-872,2.57885507,
Kepler-873 b,Kepler-873,20.5533844,
Kepler-874 b,Kepler-874,40.0686727,
Kepler-875 b,Kepler-875,27.5073799,
Kepler-876 b,Kepler-876,5.14438011,
Kepler-877 b,Kepler-877,18.45847097,
Kepler-878 b,Kepler-878,25.9422033,
Kepler-879 b,Kepler-879,33.3855938,
Kepler-879 c,Kepler-879,0.646716,
Kepler-88 d,KOI-142,1403,
Kepler-880 b,Kepler-880,7.71468975,
Kepler-880 c,Kepler-880,11.8061737,
Kepler-881 b,Kepler-881,4.44448017,
Kepler-882 b,Kepler-882,3.98953967,
Kepler-883 b,Kepler-883,12.98495573,
Kepler-884 b,Kepler-884,5.69919514,
Kepler-885 b,Kepler-885,18.11472949,
Kepler-886 b,Kepler-886,6.24146367,
Kepler-887 b,Kepler-887,20.42228798,
Kepler-887 c,Kepler-887,7.63846023,
Kepler-888 b,Kepler-888,70.6979061,
Kepler-889 b,Kepler-889,3.744439,
Kepler-890 b,Kepler-890,52.75875577,
Kepler-891 b,Kepler-891,53.44945593,
Kepler-892 b,Kepler-892,13.7521072,
Kepler-893 b,Kepler-893,6.33855761,
Kepler-894 b,Kepler-894,9.803224,
Kepler-895 b,Kepler-895,2.80624233,
Kepler-896 b,Kepler-896,144.547396,
Kepler-896 c,Kepler-896,29.5422566,
Kepler-897 b,Kepler-897,8.0472642,
Kepler-898 b,Kepler-898,5.8706191,
Kepler-899 b,Kepler-899,19.17891293,
Kepler-9 b,Kepler-9,19.23891,
Kepler-9 c,Kepler-9,38.9853,
Kepler-9 d,Kepler-9,1.592851,
Kepler-90 i,KOI-351,14.44912,
Kepler-900 b,Kepler-900,6.9913086,
Kepler-901 b,Kepler-901,3.51749439,
Kepler-902 b,Kepler-902,40.1099547,
Kepler-903 b,Kepler-903,10.3507721,
Kepler-903 c,Kepler-903,62.9228557,
Kepler-904 b,Kepler-904,3.02166863,
Kepler-905 b,Kepler-905,5.08274652,
Kepler-906 b,Kepler-906,41.6979976,
Kepler-907 b,Kepler-907,15.86621821,
Kepler-908 b,Kepler-908,1.34059747,
Kepler-909 b,Kepler-909,13.93290318,
Kepler-91 b,Kepler-91,6.24658,
Kepler-910 b,Kepler-910,2.36436901,
Kepler-911 b,Kepler-911,20.310501,
Kepler-912 b,Kepler-912,2.53475627,
Kepler-913 b,Kepler-913,10.29672521,
Kepler-913 c,Kepler-913,5.93911982,
Kepler-914 b,Kepler-914,4.40966548,
Kepler-915 b,Kepler-915,4.59489604,
Kepler-916 b,Kepler-916,32.2968798,
Kepler-917 b,Kepler-917,2.97041438,
Kepler-918 b,Kepler-918,4.85386933,
Kepler-919 b,Kepler-919,11.04603384,
Kepler-92 b,Kepler-92,13.749,
Kepler-92 c,Kepler-92,26.723,
Kepler-92 d,Kepler-92,49.3568,
Kepler-920 b,Kepler-920,6.53192704,
Kepler-920 c,Kepler-920,100.8274113,
Kepler-921 b,Kepler-921,51.300634,
Kepler-922 b,Kepler-922,0.93846683,
Kepler-923 b,Kepler-923,6.93366476,
Kepler-924 b,Kepler-924,61.0370117,
Kepler-925 b,Kepler-925,33.8678531,
Kepler-926 b,Kepler-926,52.0688601,
Kepler-927 b,Kepler-927,9.1149903,
Kepler-928 b,Kepler-928,3.9324613,
Kepler-929 b,Kepler-929,0.92103214,
Kepler-93 b,Kepler-93,4.72673978,
Kepler-93 c,Kepler-93,1460,
Kepler-930 b,Kepler-930,71.4517775,
Kepler-931 b,Kepler-931,8.03755877,
Kepler-932 b,Kepler-932,1.9214374,
Kepler-933 b,Kepler-933,14.20443009,
Kepler-934 b,Kepler-934,55.6738309,
Kepler-935 b,Kepler-935,4.88083852,
Kepler-936 b,Kepler-936,10.56134221,
Kepler-937 b,Kepler-937,67.668827,
Kepler-937 c,Kepler-937,153.343364,
Kepler-938 b,Kepler-938,52.6298417,
Kepler-939 b,Kepler-939,14.878296,
Kepler-94 b,Kepler-94,2.50806,
Kepler-94 c,Kepler-94,820.3,
Kepler-940 b,Kepler-940,59.6225257,
Kepler-941 b,Kepler-941,17.42395198,
Kepler-942 b,Kepler-942,44.96417488,
Kepler-943 b,Kepler-943,49.7701438,
Kepler-944 b,Kepler-944,43.3167737,
Kepler-945 b,Kepler-945,31.0033814,
Kepler-946 b,Kepler-946,11.79162572,
Kepler-947 b,Kepler-947,26.9644317,
Kepler-948 b,Kepler-948,7.76846622,
Kepler-949 b,Kepler-949,8.6893073,
Kepler-949 c,Kepler-949,20.99757968,
Kepler-95 b,Kepler-95,11.5231,
Kepler-950 b,Kepler-950,98.7180406,
Kepler-951 b,Kepler-951,71.52530845,
Kepler-952 b,Kepler-952,130.3546919,
Kepler-953 b,Kepler-953,88.40655258,
Kepler-953 c,Kepler-953,9.10967112,
Kepler-954 b,Kepler-954,16.78176602,
Kepler-955 b,Kepler-955,14.53244172,
Kepler-956 b,Kepler-956,5.24867263,
Kepler-957 b,Kepler-957,5.90741354,
Kepler-958 b,Kepler-958,9.7678805,
Kepler-959 b,Kepler-959,14.80074836,
Kepler-96 b,Kepler-96,16.2385,
Kepler-960 b,Kepler-960,3.12686223,
Kepler-961 b,Kepler-961,16.87727414,
Kepler-962 b,Kepler-962,12.05707239,
Kepler-963 b,Kepler-963,9.97683705,
Kepler-963 c,Kepler-963,0.919783,
Kepler-964 b,Kepler-964,13.5225106,
Kepler-965 b,Kepler-965,134.2527298,
Kepler-966 b,Kepler-966,99.747622,
Kepler-967 b,Kepler-967,13.22713379,
Kepler-967 c,Kepler-967,198.7112502,
Kepler-968 b,Kepler-968,3.69298373,
Kepler-968 c,Kepler-968,5.70940492,
Kepler-969 b,Kepler-969,34.1731714,
Kepler-969 c,Kepler-969,1.6829346,
Kepler-97 b,Kepler-97,2.58664,
Kepler-97 c,Kepler-97,789,
Kepler-970 b,Kepler-970,16.736525,
Kepler-971 b,Kepler-971,9.59070716,
Kepler-972 b,Kepler-972,7.03932553,
Kepler-973 b,Kepler-973,49.6077331,
Kepler-974 b,Kepler-974,4.19449651,
Kepler-975 b,Kepler-975,1.97034246,
Kepler-975 c,Kepler-975,5.05821338,
Kepler-976 b,Kepler-976,105.9564148,
Kepler-977 b,Kepler-977,26.85328322,
Kepler-978 b,Kepler-978,49.6221509,
Kepler-979 b,Kepler-979,8.0880135,
Kepler-98 b,Kepler-98,1.54168,
Kepler-980 b,Kepler-980,11.55102504,
Kepler-981 b,Kepler-981,4.46975774,
Kepler-982 b,Kepler-982,15.7738221,
Kepler-983 b,Kepler-983,60.0855082,
Kepler-984 b,Kepler-984,43.0342272,
Kepler-985 b,Kepler-985,116.331901,
Kepler-986 b,Kepler-986,56.4349938,
Kepler-987 b,Kepler-987,105.3033148,
Kepler-988 b,Kepler-988,17.76080053,
Kepler-989 b,Kepler-989,7.96431535,
Kepler-99 b,Kepler-99,4.60358,
Kepler-990 b,Kepler-990,9.91723428,
Kepler-990 c,Kepler-990,0.53835431,
Kepler-991 b,Kepler-991,82.5342519,
Kepler-992 b,Kepler-992,20.16034462,
Kepler-993 b,Kepler-993,22.08557563,
Kepler-994 b,Kepler-994,1.15116651,
Kepler-995 b,Kepler-995,28.26731672,
Kepler-996 b,Kepler-996,3.77059058,
Kepler-997 b,Kepler-997,2.70730672,
Kepler-998 b,Kepler-998,5.65377733,
Kepler-999 b,Kepler-999,5.99185702,
L 168-9 b,L 168-9,1.40152604,
L 363-38 b,L 363-38,8.781,
L 98-59 b,L 98-59,2.2531136,
L 98-59 c,L 98-59,3.6906777,
L 98-59 d,L 98-59,7.4507245,
L 98-59 e,L 98-59,12.796,
LHS 1140 b,LHS 1140,24.73723,
LHS 1140 c,LHS 1140,3.77794,
LHS 1478 b,LHS 1478,1.9495378,
LHS 1678 b,LHS 1678,0.8602325,
LHS 1678 c,LHS 1678,3.694284,
LHS 1678 d,LHS 1678,4.9652229,
LHS 1815 b,LHS 1815,3.814334,
LHS 3154 b,LHS 3154,3.71778,
LHS 3844 b,LHS 3844,0.46292913,
LHS 475 b,LHS 475,2.029088,
LP 714-47 b,LP 714-47,4.052037,
LP 791-18 b,LP 791-18,0.9479981,
LP 791-18 c,LP 791-18,4.9899093,
LP 791-18 d,LP 791-18,2.753436,
LP 890-9 b,LP 890-9,2.7299025,
LP 890-9 c,LP 890-9,8.457463,
LSPM J2116+0234 b,LSPM J2116+0234,14.4399,
LTT 1445 A b,LTT 1445,5.35876,
LTT 1445 A c,LTT 1445,3.1239035,
LTT 3780 b,LTT 3780,0.76837931,
LTT 3780 c,LTT 3780,12.252284,
LTT 9779 b,LTT 9779,0.792052,
LkCa 15 b,LkCa 15,,
LkCa 15 c,LkCa 15,,
Luhman 16 b,Luhman 16,9697,
Lupus-TR-3 b,Lupus-TR-3,3.91405,
M62H b,M62H,0.13293503,
MASCARA-1 b,MASCARA-1,2.14877381,
MASCARA-4 b,MASCARA-4,2.82406,
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,2800,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1980,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,3000,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,,
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,,
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,,
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,,
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,,
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,,
MOA-bin-1L b,MOA-bin-1L,,
MOA-bin-29 b,MOA-bin-29,,
MWC 758 c,MWC 758,,
MXB 1658-298 b,MXB 1658-298,760,
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,121.71,
NGC 2682 Sand 978 b,NGC 2682 Sand 978,511.21,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,6.959,
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,5.118,
NGC 2682 YBP 401 b,NGC 2682 YBP 401,4.087,
NGTS-1 b,NGTS-1,2.647298,
NGTS-10 b,NGTS-10,0.7668944,
NGTS-11 b,NGTS-11,35.45533,
NGTS-12 b,NGTS-12,7.532806,
NGTS-13 b,NGTS-13,4.119027,
NGTS-14 A b,NGTS-14,3.5357173,
NGTS-15 b,NGTS-15,3.27623,
NGTS-16 b,NGTS-16,4.84532,
NGTS-17 b,NGTS-17,3.24253,
NGTS-18 b,NGTS-18,3.05125,
NGTS-2 b,NGTS-2,4.511164,
NGTS-20 b,NGTS-20,54.18915,
NGTS-21 b,NGTS-21,1.5433897,
NGTS-23 b,NGTS-23,4.0764326,
NGTS-24 b,NGTS-24,3.4678796,
NGTS-25 b,NGTS-25,2.823093,
NGTS-26 b,NGTS-26,4.5199279,
NGTS-27 b,NGTS-27,3.3704181,
NGTS-3 A b,NGTS-3,1.6753728,
NGTS-30 b,NGTS-30,98.29838,
NGTS-33 b,TOI-6442,2.827972,
NGTS-4 b,NGTS-4,1.3373508,
NGTS-5 b,NGTS-5,3.3569866,
NGTS-6 b,NGTS-6,0.882059,
NGTS-8 b,NGTS-8,2.4997,
NGTS-9 b,NGTS-9,4.43527,
NN Ser c,NN Ser,5573.55,
NN Ser d,NN Ser,2883.5,
NSVS 14256825 b,NSVS 14256825,3225,
NY Vir b,NY Vir,3160,
NY Vir c,NY Vir,8799,
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,3285,
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1788.5,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,4927.5,
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L,,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L,2557,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,,
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,,
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,,
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,,
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,,
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,,
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,,
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,,
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L,,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1220,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,,
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,,
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,,
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,,
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,,
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,,
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,,
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,,
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,,
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5480,
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,,
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,,
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,,
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,,
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,,
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,,
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,,
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,,
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,,
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,,
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,,
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,,
